disease	gene
congenital, hereditary, and neonatal diseases and abnormalities	USF1
congenital, hereditary, and neonatal diseases and abnormalities	UROS
congenital, hereditary, and neonatal diseases and abnormalities	PAK3
congenital, hereditary, and neonatal diseases and abnormalities	COL7A1
congenital, hereditary, and neonatal diseases and abnormalities	GJB1
congenital, hereditary, and neonatal diseases and abnormalities	GDF1
congenital, hereditary, and neonatal diseases and abnormalities	GJB3
congenital, hereditary, and neonatal diseases and abnormalities	GJB2
congenital, hereditary, and neonatal diseases and abnormalities	USH2A
congenital, hereditary, and neonatal diseases and abnormalities	SCNN1B
congenital, hereditary, and neonatal diseases and abnormalities	SOST
congenital, hereditary, and neonatal diseases and abnormalities	CBX2
congenital, hereditary, and neonatal diseases and abnormalities	SGCD
congenital, hereditary, and neonatal diseases and abnormalities	SGCG
congenital, hereditary, and neonatal diseases and abnormalities	SGCA
congenital, hereditary, and neonatal diseases and abnormalities	SGCB
congenital, hereditary, and neonatal diseases and abnormalities	MFAP4
congenital, hereditary, and neonatal diseases and abnormalities	DLL3
congenital, hereditary, and neonatal diseases and abnormalities	TSC2
congenital, hereditary, and neonatal diseases and abnormalities	SIL1
congenital, hereditary, and neonatal diseases and abnormalities	SGSH
congenital, hereditary, and neonatal diseases and abnormalities	POLG
congenital, hereditary, and neonatal diseases and abnormalities	SCNN1A
congenital, hereditary, and neonatal diseases and abnormalities	VRK1
congenital, hereditary, and neonatal diseases and abnormalities	LRP5
congenital, hereditary, and neonatal diseases and abnormalities	SLC34A1
congenital, hereditary, and neonatal diseases and abnormalities	DSG1
congenital, hereditary, and neonatal diseases and abnormalities	HPS4
congenital, hereditary, and neonatal diseases and abnormalities	DSC2
congenital, hereditary, and neonatal diseases and abnormalities	RSPH4A
congenital, hereditary, and neonatal diseases and abnormalities	BEST1
congenital, hereditary, and neonatal diseases and abnormalities	F2
congenital, hereditary, and neonatal diseases and abnormalities	ATXN1
congenital, hereditary, and neonatal diseases and abnormalities	GNS
congenital, hereditary, and neonatal diseases and abnormalities	ARSA
congenital, hereditary, and neonatal diseases and abnormalities	ARSB
congenital, hereditary, and neonatal diseases and abnormalities	STS
congenital, hereditary, and neonatal diseases and abnormalities	RUNX2
congenital, hereditary, and neonatal diseases and abnormalities	BBS5
congenital, hereditary, and neonatal diseases and abnormalities	OPA1
congenital, hereditary, and neonatal diseases and abnormalities	CREBBP
congenital, hereditary, and neonatal diseases and abnormalities	KNG1
congenital, hereditary, and neonatal diseases and abnormalities	LDLR
congenital, hereditary, and neonatal diseases and abnormalities	ASPA
congenital, hereditary, and neonatal diseases and abnormalities	PMS2
congenital, hereditary, and neonatal diseases and abnormalities	MAP3K1
congenital, hereditary, and neonatal diseases and abnormalities	TRIM32
congenital, hereditary, and neonatal diseases and abnormalities	HYAL1
congenital, hereditary, and neonatal diseases and abnormalities	SPTA1
congenital, hereditary, and neonatal diseases and abnormalities	LRPPRC
congenital, hereditary, and neonatal diseases and abnormalities	GNPAT
congenital, hereditary, and neonatal diseases and abnormalities	SLC4A11
congenital, hereditary, and neonatal diseases and abnormalities	UVRAG
congenital, hereditary, and neonatal diseases and abnormalities	EOMES
congenital, hereditary, and neonatal diseases and abnormalities	FZD4
congenital, hereditary, and neonatal diseases and abnormalities	UMOD
congenital, hereditary, and neonatal diseases and abnormalities	IGBP1
congenital, hereditary, and neonatal diseases and abnormalities	MID1
congenital, hereditary, and neonatal diseases and abnormalities	MITF
congenital, hereditary, and neonatal diseases and abnormalities	ATXN3
congenital, hereditary, and neonatal diseases and abnormalities	PC
congenital, hereditary, and neonatal diseases and abnormalities	PCBD1
congenital, hereditary, and neonatal diseases and abnormalities	MANBA
congenital, hereditary, and neonatal diseases and abnormalities	PCCB
congenital, hereditary, and neonatal diseases and abnormalities	HSPB3
congenital, hereditary, and neonatal diseases and abnormalities	CEP290
congenital, hereditary, and neonatal diseases and abnormalities	MATR3
congenital, hereditary, and neonatal diseases and abnormalities	ABCC6
congenital, hereditary, and neonatal diseases and abnormalities	CCDC40
congenital, hereditary, and neonatal diseases and abnormalities	AR
congenital, hereditary, and neonatal diseases and abnormalities	EDARADD
congenital, hereditary, and neonatal diseases and abnormalities	SFTPC
congenital, hereditary, and neonatal diseases and abnormalities	OTC
congenital, hereditary, and neonatal diseases and abnormalities	GDNF
congenital, hereditary, and neonatal diseases and abnormalities	ABCA4
congenital, hereditary, and neonatal diseases and abnormalities	UGT1A4
congenital, hereditary, and neonatal diseases and abnormalities	GM2A
congenital, hereditary, and neonatal diseases and abnormalities	HLCS
congenital, hereditary, and neonatal diseases and abnormalities	CTSD
congenital, hereditary, and neonatal diseases and abnormalities	PABPN1
congenital, hereditary, and neonatal diseases and abnormalities	UGT1A1
congenital, hereditary, and neonatal diseases and abnormalities	PCDH15
congenital, hereditary, and neonatal diseases and abnormalities	ZFPM2
congenital, hereditary, and neonatal diseases and abnormalities	TFAP2B
congenital, hereditary, and neonatal diseases and abnormalities	ARG1
congenital, hereditary, and neonatal diseases and abnormalities	ASS1
congenital, hereditary, and neonatal diseases and abnormalities	HSPB1
congenital, hereditary, and neonatal diseases and abnormalities	MAGT1
congenital, hereditary, and neonatal diseases and abnormalities	PCARE
congenital, hereditary, and neonatal diseases and abnormalities	POMT1
congenital, hereditary, and neonatal diseases and abnormalities	NEU1
congenital, hereditary, and neonatal diseases and abnormalities	CACNB4
congenital, hereditary, and neonatal diseases and abnormalities	DCX
congenital, hereditary, and neonatal diseases and abnormalities	DSPP
congenital, hereditary, and neonatal diseases and abnormalities	DDB2
congenital, hereditary, and neonatal diseases and abnormalities	DIAPH1
congenital, hereditary, and neonatal diseases and abnormalities	NEK1
congenital, hereditary, and neonatal diseases and abnormalities	CLRN1
congenital, hereditary, and neonatal diseases and abnormalities	STAT5B
congenital, hereditary, and neonatal diseases and abnormalities	STAR
congenital, hereditary, and neonatal diseases and abnormalities	DHODH
congenital, hereditary, and neonatal diseases and abnormalities	CHD7
congenital, hereditary, and neonatal diseases and abnormalities	TFAP2A
congenital, hereditary, and neonatal diseases and abnormalities	DPM1
congenital, hereditary, and neonatal diseases and abnormalities	REN
congenital, hereditary, and neonatal diseases and abnormalities	RPS17
congenital, hereditary, and neonatal diseases and abnormalities	MED12
congenital, hereditary, and neonatal diseases and abnormalities	KCNJ2
congenital, hereditary, and neonatal diseases and abnormalities	SIX1
congenital, hereditary, and neonatal diseases and abnormalities	TTBK2
congenital, hereditary, and neonatal diseases and abnormalities	IMPDH1
congenital, hereditary, and neonatal diseases and abnormalities	KCNE1
congenital, hereditary, and neonatal diseases and abnormalities	FOXG1
congenital, hereditary, and neonatal diseases and abnormalities	KCNH2
congenital, hereditary, and neonatal diseases and abnormalities	ZNF41
congenital, hereditary, and neonatal diseases and abnormalities	MYL2
congenital, hereditary, and neonatal diseases and abnormalities	SIX3
congenital, hereditary, and neonatal diseases and abnormalities	GUCY2D
congenital, hereditary, and neonatal diseases and abnormalities	MYL3
congenital, hereditary, and neonatal diseases and abnormalities	RAB39B
congenital, hereditary, and neonatal diseases and abnormalities	SPATA7
congenital, hereditary, and neonatal diseases and abnormalities	ERCC8
congenital, hereditary, and neonatal diseases and abnormalities	FBN1
congenital, hereditary, and neonatal diseases and abnormalities	FBP1
congenital, hereditary, and neonatal diseases and abnormalities	TLL1
congenital, hereditary, and neonatal diseases and abnormalities	SCN2A
congenital, hereditary, and neonatal diseases and abnormalities	TP53
congenital, hereditary, and neonatal diseases and abnormalities	ERCC3
congenital, hereditary, and neonatal diseases and abnormalities	CYP17A1
congenital, hereditary, and neonatal diseases and abnormalities	OPHN1
congenital, hereditary, and neonatal diseases and abnormalities	CYP11B1
congenital, hereditary, and neonatal diseases and abnormalities	CYP11B2
congenital, hereditary, and neonatal diseases and abnormalities	F8
congenital, hereditary, and neonatal diseases and abnormalities	EDAR
congenital, hereditary, and neonatal diseases and abnormalities	SLC2A9
congenital, hereditary, and neonatal diseases and abnormalities	MGAT2
congenital, hereditary, and neonatal diseases and abnormalities	TMEM43
congenital, hereditary, and neonatal diseases and abnormalities	ANGPTL3
congenital, hereditary, and neonatal diseases and abnormalities	SPAST
congenital, hereditary, and neonatal diseases and abnormalities	CLN8
congenital, hereditary, and neonatal diseases and abnormalities	SPG7
congenital, hereditary, and neonatal diseases and abnormalities	HMBS
congenital, hereditary, and neonatal diseases and abnormalities	NKX2-6
congenital, hereditary, and neonatal diseases and abnormalities	ADAMTS2
congenital, hereditary, and neonatal diseases and abnormalities	GALE
congenital, hereditary, and neonatal diseases and abnormalities	GALC
congenital, hereditary, and neonatal diseases and abnormalities	VSX2
congenital, hereditary, and neonatal diseases and abnormalities	GALNS
congenital, hereditary, and neonatal diseases and abnormalities	PRPH2
congenital, hereditary, and neonatal diseases and abnormalities	TCIRG1
congenital, hereditary, and neonatal diseases and abnormalities	PHF8
congenital, hereditary, and neonatal diseases and abnormalities	EFEMP2
congenital, hereditary, and neonatal diseases and abnormalities	FGF23
congenital, hereditary, and neonatal diseases and abnormalities	SLC4A1
congenital, hereditary, and neonatal diseases and abnormalities	WRN
congenital, hereditary, and neonatal diseases and abnormalities	PAX8
congenital, hereditary, and neonatal diseases and abnormalities	SLC5A2
congenital, hereditary, and neonatal diseases and abnormalities	P3H1
congenital, hereditary, and neonatal diseases and abnormalities	SLC5A5
congenital, hereditary, and neonatal diseases and abnormalities	HTRA1
congenital, hereditary, and neonatal diseases and abnormalities	TUBA1A
congenital, hereditary, and neonatal diseases and abnormalities	MOGS
congenital, hereditary, and neonatal diseases and abnormalities	ALMS1
congenital, hereditary, and neonatal diseases and abnormalities	NODAL
congenital, hereditary, and neonatal diseases and abnormalities	GPR143
congenital, hereditary, and neonatal diseases and abnormalities	SALL1
congenital, hereditary, and neonatal diseases and abnormalities	TRPV4
congenital, hereditary, and neonatal diseases and abnormalities	ARL6
congenital, hereditary, and neonatal diseases and abnormalities	F9
congenital, hereditary, and neonatal diseases and abnormalities	SAG
congenital, hereditary, and neonatal diseases and abnormalities	MTHFR
