side_effect	protein	ADJ_pvalue
Urinary retention	ADRB1	0.0177730084112293
Ventricular extrasystoles	ADRB1	0.0511020833081386
Ventricular fibrillation	ADRB1	0.0746470306232262
Ventricular tachycardia	ADRB1	0.0979910635807855
Weight decreased	ADRB1	0.171405175842209
Weight increased	ADRB1	0.0652352742180824
Wheezing	ADRB1	0.0955661391710216
Atrioventricular block	ADRB2	0.059851981731494
Blood prolactin increased	ADRB2	0.0314483564635416
Blood triglycerides increased	ADRB2	0.180924908778521
Bronchial hyperreactivity	ADRB2	0.117920444658441
Chronic obstructive pulmonary disease	ADRB2	0.130442187339702
Costochondritis	ADRB2	0.0789610815035879
Depressive symptom	ADRB2	0.172552385338631
Diabetes mellitus	ADRB2	0.0912211458124017
Drug withdrawal syndrome neonatal	ADRB2	0.104678680207246
Eosinophil count increased	ADRB2	0.0789610815035879
Eyelid ptosis	ADRB2	0.00453259679569272
Gingival pain	ADRB2	0.172552385338631
Glossodynia	ADRB2	0.0544940934805234
Heart rate irregular	ADRB2	0.198182200439982
Hypoaesthesia oral	ADRB2	0.198182200439982
Parotid gland enlargement	ADRB2	0.184574191439617
Red blood cell count decreased	ADRB2	0.0789610815035879
Throat tightness	ADRB2	0.137874175262379
Ventricular extrasystoles	ADRB2	0.179945478349756
White blood cell count increased	ADRB2	0.104678680207246
Abdominal pain	ALB	0.191382962861101
Affect lability	ALB	0.100930168393865
Agitation	ALB	0.0814082847942934
Agranulocytosis	ALB	0.0086442168785625
Alcohol abuse	ALB	0.116212550592011
Alcoholism	ALB	0.111084535939321
Alopecia	ALB	0.0514548747130252
Anal pruritus	ALB	0.146749024549948
Anaphylactic shock	ALB	0.0918597996158032
Angioedema	ALB	0.02417063456396
Angle closure glaucoma	ALB	0.0898775123265409
Aplastic anaemia	ALB	0.002896648550476
Arthropathy	ALB	0.142761155196673
Asthenia	ALB	0.131944214541587
Bladder pain	ALB	0.190398843261329
Body temperature increased	ALB	0.046329930772905
Breast disorder	ALB	0.141259100484093
Breast feeding	ALB	0.100906310511854
Bundle branch block right	ALB	0.0449247227733257
Cholestasis	ALB	0.0321527531421553
Cognitive disorder	ALB	0.147806506984613
Colitis	ALB	0.0877695874649116
Coma	ALB	0.183249222622546
Completed suicide	ALB	0.0470572171407346
Convulsion	ALB	0.0928034117386987
Coordination abnormal	ALB	0.16610070615544
Cough	ALB	0.137788704996496
Depressive symptom	ALB	0.100906310511854
Dermatitis	ALB	0.0540259557220198
Dermatitis bullous	ALB	0.00703222700327584
Dermatitis exfoliative	ALB	0.0149007413993993
Diabetic coma	ALB	0.111084535939321
Diabetic hyperglycaemic coma	ALB	0.111084535939321
Diarrhoea	ALB	0.0775701467691213
Discomfort	ALB	0.160096700558305
Drug eruption	ALB	0.0156459738411864
Dry eye	ALB	0.183249222622546
Dysgeusia	ALB	0.199992827872082
Dyspepsia	ALB	0.106342085026146
Dysphagia	ALB	0.133916052737314
Dysphonia	ALB	0.176393628280314
Dysuria	ALB	0.133916052737314
Ear pain	ALB	0.130635709289484
Ejaculation delayed	ALB	0.187487179018779
Electrocardiogram QT prolonged	ALB	0.0909978911549976
Enuresis	ALB	0.0461276758593029
Eosinophilia	ALB	0.0198794576199013
Epidermal necrosis	ALB	0.0608830560917924
Eructation	ALB	0.15374443805243
Extrapyramidal disorder	ALB	0.0891046417698902
Eye disorder	ALB	0.13979636356309
Eye movement disorder	ALB	0.172270139977659
Facial pain	ALB	0.116212550592011
Faecal incontinence	ALB	0.160572554423757
Faeces discoloured	ALB	0.0118407102372724
Fatigue	ALB	0.0876377865878204
Feeling jittery	ALB	0.147806506984613
Flatulence	ALB	0.0282310521871025
Fracture	ALB	0.0537082224357586
Galactorrhoea	ALB	0.141792583257811
Gastritis	ALB	0.0545130320373264
Gastrointestinal disorder	ALB	0.187337068320242
Gastrointestinal haemorrhage	ALB	0.0279819107147783
Gastrointestinal pain	ALB	0.126103085420747
Gastrointestinal perforation	ALB	0.129879798841833
Glossitis	ALB	0.0678879344918438
Glycosuria	ALB	0.055983181305926
Haematochezia	ALB	0.150392767574126
Haemoglobin	ALB	0.0450712085407873
Haemolytic anaemia	ALB	0.0672901965339562
Haemorrhage	ALB	0.0530414192049045
Haemorrhoids	ALB	0.141792583257811
Hearing impaired	ALB	0.135896823889222
Hemiparesis	ALB	0.100906310511854
Hepatic failure	ALB	0.00246632408586754
Hepatic function abnormal	ALB	0.0321527531421553
Hepatic necrosis	ALB	0.174457854503545
Hepatic steatosis	ALB	0.0898775123265409
Hepatitis	ALB	0.000677387456789695
Hepatobiliary disease	ALB	0.0991954333366381
Hyperglycaemia	ALB	0.0386059169775497
Hyperkalaemia	ALB	0.129124306116657
Hyperlipidaemia	ALB	0.194703566691735
Hyperplasia	ALB	0.111084535939321
Hyperprolactinaemia	ALB	0.172902777108728
Hypersensitivity	ALB	0.1411069903499
Hypersomnia	ALB	0.172902777108728
Hypertrichosis	ALB	0.0993834215004236
Hypoaesthesia	ALB	0.0716829869603439
Hypoglycaemia	ALB	0.00169572484546361
Hypoproteinaemia	ALB	0.0797266122494217
Incontinence	ALB	0.17603899570405
Increased appetite	ALB	0.122286917159191
Injection site inflammation	ALB	0.122374209217129
Intracranial pressure increased	ALB	0.199556899209296
Jaundice	ALB	0.00036240882733886
Jaundice cholestatic	ALB	0.0891046417698902
Joint swelling	ALB	0.150507523593006
Ketosis	ALB	0.116212550592011
Lactic acidosis	ALB	0.162771929335593
Laryngospasm	ALB	0.193766620459655
Leukopenia	ALB	0.0142248765305118
Liver injury	ALB	0.0835027884296636
Lymphadenopathy	ALB	0.142761155196673
Macular degeneration	ALB	0.162771929335593
Maculopathy	ALB	0.111084535939321
Melaena	ALB	0.151809561455694
Menstruation irregular	ALB	0.018652991333158
Mood swings	ALB	0.0938776405913366
Multiple fractures	ALB	0.0537082224357586
Muscle rigidity	ALB	0.140885824568409
Myopathy	ALB	0.0082021132996195
Nail disorder	ALB	0.184544372853605
Nausea	ALB	0.177568321026541
Nervousness	ALB	0.12930436987886
Osteoarthritis	ALB	0.188309417804264
Pancreatitis	ALB	0.0122312327462487
Pancreatitis acute	ALB	0.172902777108728
Pancytopenia	ALB	0.0793330639450232
Panic disorder	ALB	0.111084535939321
Panic reaction	ALB	0.199556899209296
Parkinson's disease	ALB	0.162771929335593
Parkinsonism	ALB	0.171348782138235
Peptic ulcer	ALB	0.180924908778521
Pharyngeal oedema	ALB	0.0795319624682152
Photosensitivity reaction	ALB	0.0428289438165733
Polyuria	ALB	0.103077618031821
Premature ejaculation	ALB	0.0608830560917924
Prothrombin level increased	ALB	0.0900807506073798
Pruritus genital	ALB	0.17603899570405
Rash	ALB	0.0342530056898587
Rash pustular	ALB	0.176393628280314
Renal failure	ALB	0.0165763038580434
Rhabdomyolysis	ALB	0.0474738602733918
Salivary hypersecretion	ALB	0.0304684236837671
Sinus tachycardia	ALB	0.128181737072094
Skin fissures	ALB	0.111084535939321
Sluggishness	ALB	0.0523391596665948
Steatorrhoea	ALB	0.111084535939321
Stevens-Johnson syndrome	ALB	0.177983207290261
Sticky skin	ALB	0.0795319624682152
Stupor	ALB	0.151307891442804
Swollen tongue	ALB	0.199556899209296
Thirst	ALB	0.0279476973306194
Thrombocytopenia	ALB	0.0114251506801826
Tinnitus	ALB	0.0461454590837486
Toxic epidermal necrolysis	ALB	0.0771617755545365
Traumatic liver injury	ALB	0.0363990687695661
Tubulointerstitial nephritis	ALB	0.0793728325867827
Unresponsive to stimuli	ALB	0.111084535939321
Urine output increased	ALB	0.0304684236837671
Urticaria	ALB	0.0010434835114336
Vaginal discharge	ALB	0.046329930772905
Vaginal infection	ALB	0.0174481180362307
Vaginal inflammation	ALB	0.0157283419027727
Vasculitis	ALB	0.0704887025706292
Vision blurred	ALB	0.00897405588207723
Visual impairment	ALB	0.188709631013222
Vomiting	ALB	0.0312550093431918
Vulvovaginal pruritus	ALB	0.172270139977659
Weight decreased	ALB	0.0787160937620906
White blood cell count increased	ALB	0.162771929335593
Xerophthalmia	ALB	0.00643838960288473
Cerebrovascular accident	AOX1	0.0906694441506123
Dependence	AOX1	0.120004452997233
Diabetes mellitus	AOX1	0.17666436247483
Disturbance in attention	AOX1	0.128066176245896
Dysarthria	AOX1	0.160306000843664
Ketosis	AOX1	0.0349969280541059
Loss of consciousness	AOX1	0.124963773238454
Lymphocytosis	AOX1	0.126511056853713
Myalgia	AOX1	0.158159767473895
Nightmare	AOX1	0.183842799153204
Pulmonary embolism	AOX1	0.0513217297988281
Serotonin syndrome	AOX1	0.145572679978716
Shock	AOX1	0.198760875017367
Somnambulism	AOX1	0.0700627567021714
Swollen tongue	AOX1	0.0887633709182451
Syncope	AOX1	0.114167041963553
Tenosynovitis	AOX1	0.159238448327796
Tongue disorder	AOX1	0.10102312593377
Tongue oedema	AOX1	0.0592631307059219
Trismus	AOX1	0.159238448327796
Uterine haemorrhage	AOX1	0.138691550025729
Vaginal haemorrhage	AOX1	0.136617228293829
VIIth nerve paralysis	AOX1	0.0297535360262048
Weight increased	AOX1	0.196111909399994
Amenorrhoea	AR	0.105241756217694
Azoospermia	AR	0.0387229077762043
Brain injury	AR	0.117920444658441
Erectile dysfunction	AR	0.102194630218708
Glucose tolerance decreased	AR	0.103156418272523
Gynaecomastia	AR	0.000270339904902616
Hepatic necrosis	AR	0.0345544048450721
Hirsutism	AR	0.03735081111842
Interstitial lung disease	AR	0.154667186017699
Jaundice cholestatic	AR	0.000372371728999596
Liver injury	AR	0.0652352742180824
Menstruation irregular	AR	0.000333329606680872
Peliosis hepatis	AR	9.17339666219636e-06
Pigmentation disorder	AR	0.126489530080735
Polycythaemia	AR	0.117920444658441
Priapism	AR	0.0797266122494217
Testicular atrophy	AR	0.000860202123064793
Virilism	AR	0.046209378216067
Angiopathy	AVPR1A	0.0927322293287887
Cardiac disorder	AVPR1A	0.0869891558312472
Hypernatraemia	AVPR1A	0.166047314993095
Hyponatraemia	AVPR1A	0.0728823154392062
Malnutrition	AVPR1A	0.0790155208868868
Nervous system disorder	AVPR1A	0.195443788278723
Angiopathy	AVPR2	0.0927322293287887
Cardiac disorder	AVPR2	0.0869891558312472
Hypernatraemia	AVPR2	0.166047314993095
Hyponatraemia	AVPR2	0.0728823154392062
Malnutrition	AVPR2	0.0790155208868868
Nervous system disorder	AVPR2	0.195443788278723
Apnoea	BCHE	0.119013716455367
Apraxia	BCHE	0.194515835170777
Azoospermia	BCHE	0.132506365869984
Bradycardia	BCHE	0.160155072899268
Cardiac arrest	BCHE	0.107818264639653
Cholinergic syndrome	BCHE	0.135684428135317
Clonus	BCHE	0.107452187021715
Hallucination, visual	BCHE	0.0411527662250585
Muscle contractions involuntary	BCHE	0.194162409583519
Atrioventricular block	CACNA1C	0.109339808228379
Bradycardia	CACNA1C	0.0993359590011923
Cardiac failure congestive	CACNA1C	0.190639093383586
Dermatitis atopic	CACNA1C	0.174631491382214
Erectile dysfunction	CACNA1C	0.0699173014351059
Gingival hyperplasia	CACNA1C	0.0165763038580434
Hypoaesthesia oral	CACNA1C	0.151721523898434
Hypotension	CACNA1C	0.0830074892876271
Liver function test abnormal	CACNA1C	0.148863880728945
Nocturia	CACNA1C	0.13250076297504
Nodal arrhythmia	CACNA1C	0.0789610815035879
Orthostatic hypotension	CACNA1C	0.134314489062454
Palpitations	CACNA1C	0.104947861090892
Sinus bradycardia	CACNA1C	0.0950333562123097
Supraventricular tachycardia	CACNA1C	0.163508082294221
Vasospasm	CACNA1C	0.173766748758502
Visual impairment	CACNA1C	0.14424127315604
Abnormal dreams	CACNA2D1	0.0649580998802134
Abnormal faeces	CACNA2D1	0.105047027740966
Acute coronary syndrome	CACNA2D1	0.100650444991428
Alcohol intolerance	CACNA2D1	0.175851541226101
Amblyopia	CACNA2D1	0.120708971641609
Atrial fibrillation	CACNA2D1	0.0301989564196451
Atrioventricular block	CACNA2D1	0.0461720507684117
Atrioventricular block first degree	CACNA2D1	0.168448369801675
Breast cancer	CACNA2D1	0.151721523898434
Cardiac failure congestive	CACNA2D1	0.0869891558312472
Central nervous system neoplasm	CACNA2D1	0.0253936337811326
Cerebellar syndrome	CACNA2D1	0.0525639629563291
Cerebral ischaemia	CACNA2D1	0.0488418291175946
Cerebrovascular accident	CACNA2D1	0.160572554423757
Disturbance in sexual arousal	CACNA2D1	0.166763516590161
Electrocardiogram ST segment depression	CACNA2D1	0.0975034835890644
Electrocardiogram T wave inversion	CACNA2D1	0.0824247154484813
Epididymitis	CACNA2D1	0.143784250171396
Erectile dysfunction	CACNA2D1	0.0728906660193143
Eye pruritus	CACNA2D1	0.168448369801675
Face oedema	CACNA2D1	0.149369189366698
Feeling drunk	CACNA2D1	0.0599484242378723
Fluid retention	CACNA2D1	0.197701472738708
Fungal skin infection	CACNA2D1	0.0337015684848064
Gingival hyperplasia	CACNA2D1	0.00806967477003472
Glaucoma	CACNA2D1	0.124836391103791
Glossitis	CACNA2D1	0.147806506984613
Gout	CACNA2D1	0.147806506984613
Gynaecomastia	CACNA2D1	0.0888884276892522
Haemorrhage intracranial	CACNA2D1	0.0664665712640422
Hair disorder	CACNA2D1	0.0525639629563291
Hangover	CACNA2D1	0.105047027740966
Hemiplegia	CACNA2D1	0.151721523898434
Hepatomegaly	CACNA2D1	0.0957050098084767
Herpes zoster	CACNA2D1	0.17656865840895
Hypertonia	CACNA2D1	0.0888884276892522
Hypoaesthesia	CACNA2D1	0.119998599866284
Hypotension	CACNA2D1	0.179123323541062
Hypoventilation	CACNA2D1	0.128324707804536
Incontinence	CACNA2D1	0.198668684530033
Intestinal ulcer	CACNA2D1	0.0193100192659841
Iritis	CACNA2D1	0.175851541226101
Joint swelling	CACNA2D1	0.191421659674581
Lacrimation increased	CACNA2D1	0.120708971641609
Laryngitis	CACNA2D1	0.124836391103791
Libido decreased	CACNA2D1	0.138017415594986
Liver function test abnormal	CACNA2D1	0.189092634378029
Local swelling	CACNA2D1	0.0154028596290735
Loss of consciousness	CACNA2D1	0.0728298972663282
Lymphocytosis	CACNA2D1	0.160342603683722
Melanosis	CACNA2D1	0.0387229077762043
Miosis	CACNA2D1	0.191421659674581
Movement disorder	CACNA2D1	0.191421659674581
Mucous membrane disorder	CACNA2D1	0.0599484242378723
Myocardial infarction	CACNA2D1	0.107452187021715
Nervousness	CACNA2D1	0.181494145372973
Nocturia	CACNA2D1	0.0081305319327042
Nodal arrhythmia	CACNA2D1	0.0525639629563291
Oedema peripheral	CACNA2D1	0.150092183047531
Orthostatic hypotension	CACNA2D1	0.175196114012033
Otitis externa	CACNA2D1	0.160342603683722
Otitis media	CACNA2D1	0.168825048522854
Palpitations	CACNA2D1	0.0652352742180824
Peripheral vascular disorder	CACNA2D1	0.0410620998867805
Pneumonia aspiration	CACNA2D1	0.112948813431362
Pollakiuria	CACNA2D1	0.0684569504892765
Polyuria	CACNA2D1	0.0996662627020781
Prothrombin level decreased	CACNA2D1	0.0599484242378723
Pseudolymphoma	CACNA2D1	0.0752079636442187
Pyuria	CACNA2D1	0.112948813431362
Rash pustular	CACNA2D1	0.128324707804536
Retinal degeneration	CACNA2D1	0.0253936337811326
Retinal detachment	CACNA2D1	0.112948813431362
Retinal disorder	CACNA2D1	0.183890320572681
Retinal vein thrombosis	CACNA2D1	0.0193100192659841
Salivary gland enlargement	CACNA2D1	0.105047027740966
Shock	CACNA2D1	0.12930436987886
Sinus arrhythmia	CACNA2D1	0.0599484242378723
Skin cancer	CACNA2D1	0.151721523898434
Skin hypertrophy	CACNA2D1	0.198668684530033
Skin mass	CACNA2D1	0.198668684530033
Skin odour abnormal	CACNA2D1	0.151721523898434
Skin ulcer	CACNA2D1	0.156310215204654
Snoring	CACNA2D1	0.0387229077762043
Supraventricular extrasystoles	CACNA2D1	0.0313222800423994
Supraventricular tachycardia	CACNA2D1	0.0141676621339938
Syncope	CACNA2D1	0.0652352742180824
Tachycardia	CACNA2D1	0.14452807597145
Tendon disorder	CACNA2D1	0.0673285333067054
Tenosynovitis	CACNA2D1	0.198668684530033
Tension	CACNA2D1	0.174694566699511
Thyroiditis	CACNA2D1	0.0673285333067054
Tooth abscess	CACNA2D1	0.183890320572681
Urine output increased	CACNA2D1	0.0768508261597461
Vaginal haemorrhage	CACNA2D1	0.197701472738708
Vasodilation procedure	CACNA2D1	0.135684428135317
Ventricular arrhythmia	CACNA2D1	0.128324707804536
Ventricular extrasystoles	CACNA2D1	0.00526097050054774
Vestibular disorder	CACNA2D1	0.0975034835890644
Visual impairment	CACNA2D1	0.136889757484264
Abnormal dreams	CALM1	0.0885993112887061
Akathisia	CALM1	0.00383829430637108
Asphyxia	CALM1	0.0110897209547271
Blood disorder	CALM1	0.0447076890012234
Brain injury	CALM1	0.104678680207246
Brain oedema	CALM1	0.00710298699953095
Cardiac arrest	CALM1	0.194079458609977
Catatonia	CALM1	0.00246632408586754
Cogwheel rigidity	CALM1	0.0273990696556918
Drooling	CALM1	0.184574191439617
Dyskinesia	CALM1	0.115641418696009
Extrapyramidal disorder	CALM1	0.057525104738019
Faecalith	CALM1	0.144103362920142
Faecaloma	CALM1	0.144103362920142
Galactorrhoea	CALM1	0.101740904346671
Glycosuria	CALM1	0.0613675027484147
Gynaecomastia	CALM1	0.125884775294564
Hyperpyrexia	CALM1	0.0282182612151521
Hyperreflexia	CALM1	0.0519589093406543
Ileus paralytic	CALM1	0.0260704466883368
Keratopathy	CALM1	0.0653577330909339
Laryngeal oedema	CALM1	0.0353942174409725
Liver injury	CALM1	0.160306372217493
Masked facies	CALM1	0.104678680207246
Megacolon	CALM1	0.0912218277198248
Miosis	CALM1	0.0935170021055029
Muscle rigidity	CALM1	0.0548273113199646
Nasal congestion	CALM1	0.128988943301427
Neuroleptic malignant syndrome	CALM1	0.0145904479090728
Oculogyric crisis	CALM1	0.018468125697169
Opisthotonus	CALM1	0.00369016832103577
Parkinsonian rest tremor	CALM1	0.0525639629563291
Parkinsonism	CALM1	0.00526097050054774
Petit mal epilepsy	CALM1	0.0653577330909339
Pigmentation disorder	CALM1	0.105813055717605
Pregnancy test false positive	CALM1	0.0064402074110102
Protrusion tongue	CALM1	0.00153795651742098
Retinal disorder	CALM1	0.0878997448708012
Salivary hypersecretion	CALM1	0.135684428135317
Skin irritation	CALM1	0.198182200439982
Somnolence	CALM1	0.167379483542481
Sudden death	CALM1	0.0647288724634566
Systemic lupus erythematosus	CALM1	0.0260704466883368
Tardive dyskinesia	CALM1	0.0260704466883368
Throat tightness	CALM1	0.0304684236837671
Thrombocytopenic purpura	CALM1	0.00936490458221288
Torticollis	CALM1	0.0996662627020781
Anxiety	CBR1	0.167526180006461
Body temperature decreased	CBR1	0.0437445585586853
Bradykinesia	CBR1	0.0640080139080032
Dry mouth	CBR1	0.163683413185613
Dysphagia	CBR1	0.133795975112778
Eructation	CBR1	0.167240585333486
Extrapyramidal disorder	CBR1	0.133328575493807
Folliculitis	CBR1	0.184495629887554
Gait disturbance	CBR1	0.0450835896758077
Haematochezia	CBR1	0.178495891437069
Hemiplegia	CBR1	0.120004452997233
Hyperhidrosis	CBR1	0.198760875017367
Hypokinesia	CBR1	0.095175607125887
Hypothermia	CBR1	0.0437445585586853
Joint swelling	CBR1	0.151809561455694
Lethargy	CBR1	0.0875718696297337
Mental disorder	CBR1	0.0869891558312472
Muscle contractions involuntary	CBR1	0.197782809438255
Nervous system disorder	CBR1	0.195443788278723
Nystagmus	CBR1	0.104101132246652
Oculogyric crisis	CBR1	0.0214710260012884
Orthostatic hypotension	CBR1	0.0993745030255612
Rectal haemorrhage	CBR1	0.163683413185613
Throat tightness	CBR1	0.197782809438255
Weight increased	CBR1	0.196111909399994
Anaemia	CES1	0.178449889359018
Angina pectoris	CES1	0.138354562892503
Angina unstable	CES1	0.184574191439617
Arterial thrombosis	CES1	0.117920444658441
Back pain	CES1	0.125884775294564
Bone disorder	CES1	0.145113778880897
Bronchitis	CES1	0.0443298421679196
Contusion	CES1	0.0550138377404832
Cutaneous lupus erythematosus	CES1	0.0653577330909339
Drug hypersensitivity	CES1	0.118705859595839
Eye discharge	CES1	0.144103362920142
Gastritis haemorrhagic	CES1	0.0789610815035879
Haemarthrosis	CES1	0.0789610815035879
Haemorrhagic stroke	CES1	0.0789610815035879
Hand and foot syndrome secondary to sickle cell anaemia	CES1	0.0404642717653017
Hepatic cancer metastatic	CES1	0.0789610815035879
Hepatic function abnormal	CES1	0.15471461832277
Hepatic steatosis	CES1	0.0400452431774308
Hypercalcaemia	CES1	0.195249785818508
Influenza	CES1	0.1057062357343
Injury	CES1	0.135684428135317
Iron deficiency anaemia	CES1	0.130442187339702
Metastases to liver	CES1	0.0789610815035879
Neutropenic sepsis	CES1	0.172552385338631
Oesophageal ulcer	CES1	0.0598226331002377
Oligomenorrhoea	CES1	0.0912218277198248
Palmar-plantar erythrodysaesthesia syndrome	CES1	0.0789610815035879
Pneumonia	CES1	0.132228251162363
Retroperitoneal haemorrhage	CES1	0.172552385338631
Thrombosis	CES1	0.179945478349756
Walking disability	CES1	0.0525639629563291
Wound secretion	CES1	0.0912218277198248
Accommodation disorder	CHRM1	5.05666414414264e-06
Acute psychosis	CHRM1	0.105047027740966
Agitation	CHRM1	0.0579129930556809
Agranulocytosis	CHRM1	0.0781680543925423
Akathisia	CHRM1	0.000838948085017334
Akinesia	CHRM1	0.000514676222201999
Amenorrhoea	CHRM1	0.0978069218211193
Angle closure glaucoma	CHRM1	0.00232391474559381
Anorgasmia	CHRM1	0.166710258012237
Asphyxia	CHRM1	0.159674517977161
Ataxia	CHRM1	0.175699269566868
Atrioventricular block	CHRM1	0.00093402358997781
Benign prostatic hyperplasia	CHRM1	0.03735081111842
Blepharitis	CHRM1	0.198668684530033
Blood prolactin increased	CHRM1	0.127781986833269
Bradykinesia	CHRM1	0.0928159706558859
Breast enlargement	CHRM1	0.0200437034995914
Buccoglossal syndrome	CHRM1	0.00307066079612497
Bundle branch block	CHRM1	0.0094782726583249
